,admin_name,A,admin_name.1,B,inter_area,inter_peri,A_union_B,inter_area/A_union_B,inter_area/min,inter_area/max,inter_area/peri_sq,pair,norm_inter_area,log_inter_area,log_iou,log_min,log_max,log_ap,row_id,diff_log_inter_area,diff_log_iou,diff_log_min,diff_log_max,diff_log_ap
8845,shyamnagar,1772.285536,shyamnagar,1772.285536,1772.285536,1.62358E+11,1772.285536,1,1,1,0.010915937,91_11,1,7.480025256,-4.00E-15,-2.00E-15,-2.00E-15,-4.517531408,8845,0.184935313,0,0,0,0.004346057
2461,shyamnagar,1772.285536,shyamnagar,1772.285536,1772.285536,1.62358E+11,1772.285536,1,1,1,0.010915937,91_01,1,7.480025256,-4.00E-15,-2.00E-15,-2.00E-15,-4.517531408,2461,0,0,0,0,0
5606,shyamnagar,1772.285536,shyamnagar,1772.285536,1772.285536,1.62358E+11,1772.285536,1,1,1,0.010915937,01_11,1,7.480025256,-4.00E-15,-2.00E-15,-2.00E-15,-4.517531408,5606,0,0,0,0,0
2973,mongla,1473.049385,mongla,1473.049385,1473.049385,1.21975E+11,1473.049385,1,1,1,0.012076688,91_01,0.831158047,7.295089943,9.99E-15,0,0,-4.416478318,2973,0.033746857,0,0,0,0.031352391
6222,mongla,1473.049385,mongla,1473.049385,1473.049385,1.21975E+11,1473.049385,1,1,1,0.012076688,01_11,0.831158047,7.295089943,9.99E-15,0,0,-4.416478318,6222,0,0,0,0,0
9417,mongla,1473.049385,mongla,1473.049385,1473.049385,1.21975E+11,1473.049385,1,1,1,0.012076688,91_11,0.831158047,7.295089943,9.99E-15,0,0,-4.416478318,9417,0,0,0,0,0
2152,baghai chhari,1424.168033,baghai chhari,1424.168033,1424.168033,39587854250,1424.168033,1,1,1,0.035974873,91_01,0.803577078,7.261343086,-5.00E-15,-3.00E-15,-3.00E-15,-3.324934554,2152,3.65E-13,0,0,0,0.000214936
5292,baghai chhari,1424.168033,baghai chhari,1530.039654,1424.168033,39587854250,1530.039654,0.930804655,1,0.930804655,0.035974873,01_11,0.803577078,7.261343086,-0.071705846,-3.65E-13,-0.071705846,-3.324934554,5292,0.000197338,0,1.35E-13,0,0
8539,baghai chhari,1424.168033,baghai chhari,1530.039654,1424.168033,39587854250,1530.039654,0.930804655,1,0.930804655,0.035974873,91_11,0.803577078,7.261343086,-0.071705846,-3.65E-13,-0.071705846,-3.324934554,8539,0,0.02636808,0,0.012738966,1.36E-13
4329,koyra,1423.887018,koyra,1423.887018,1423.887018,1.15882E+11,1423.887018,1,1,1,0.012287408,01_11,0.803418517,7.261145747,-6.99E-15,-3.00E-15,-3.00E-15,-4.399180249,4329,0.390095467,0,0,0,0.003760399
1193,koyra,1423.887018,koyra,1423.887018,1423.887018,1.15882E+11,1423.887018,1,1,1,0.012287408,91_01,0.803418517,7.261145747,-6.99E-15,-3.00E-15,-3.00E-15,-4.399180249,1193,0,0,0,0,0
7586,koyra,1423.887018,koyra,1423.887018,1423.887018,1.15882E+11,1423.887018,1,1,1,0.012287408,91_11,0.803418517,7.261145747,-6.99E-15,-3.00E-15,-3.00E-15,-4.399180249,7586,0,0,0,0,0
89,thanchi,963.9604629,thanchi,963.9604629,963.9604629,41686130746,963.9604629,1,1,1,0.023124249,91_01,0.543908102,6.87105028,9.99E-15,9.99E-15,9.99E-15,-3.766873476,89,0.002516262,0,0,0,0
3181,thanchi,963.9604629,thanchi,963.9604629,963.9604629,41686130746,963.9604629,1,1,1,0.023124249,01_11,0.543908102,6.87105028,9.99E-15,9.99E-15,9.99E-15,-3.766873476,3181,0,0,0,0,0.000495883
6466,thanchi,963.9604629,thanchi,963.9604629,963.9604629,41686130746,963.9604629,1,1,1,0.023124249,91_11,0.543908102,6.87105028,9.99E-15,9.99E-15,9.99E-15,-3.766873476,6466,0,0,0,0,0
2163,"belai chhari , jurai chhari",1392.911641,belai chhari,961.5379347,961.5379347,43038123913,1392.911641,0.690307918,1,0.690307918,0.022341539,91_01,0.542541208,6.868534018,-0.370617523,-2.80E-14,-0.370617523,-3.801307587,2163,0.01901364,0.003415945,0,0.003415945,0.001819918
4314,dacope,943.4283095,dacope,943.4283095,943.4283095,60992634055,943.4283095,1,1,1,0.015467906,01_11,0.532322975,6.849520378,-7.99E-15,-4.00E-15,-4.00E-15,-4.168988004,4314,0.020575088,0,0,0,0.00305342
1178,dacope,943.4283095,dacope,943.4283095,943.4283095,60992634055,943.4283095,1,1,1,0.015467906,91_01,0.532322975,6.849520378,-7.99E-15,-4.00E-15,-4.00E-15,-4.168988004,1178,0,0,0,0,0
7571,dacope,943.4283095,dacope,943.4283095,943.4283095,60992634055,943.4283095,1,1,1,0.015467906,91_11,0.532322975,6.849520378,-7.99E-15,-4.00E-15,-4.00E-15,-4.168988004,7571,0,0,0,0,0
63,lama,924.2155189,lama,924.2155189,924.2155189,43616754575,924.2155189,1,1,1,0.021189461,91_01,0.52148229,6.82894529,9.99E-15,0,0,-3.854251345,63,0.072676818,0,0,0,0.002794206
3155,lama,924.2155189,lama,924.2155189,924.2155189,43616754575,924.2155189,1,1,1,0.021189461,01_11,0.52148229,6.82894529,9.99E-15,0,0,-3.854251345,3155,0,0,0,0,0
6440,lama,924.2155189,lama,924.2155189,924.2155189,43616754575,924.2155189,1,1,1,0.021189461,91_11,0.52148229,6.82894529,9.99E-15,0,0,-3.854251345,6440,0,0,0,0,0
4258,dighinala,859.4292209,dighinala,859.4292209,859.4292209,31787113501,859.4292209,1,1,1,0.027037033,01_11,0.484927064,6.756268472,-7.99E-15,-4.00E-15,-4.00E-15,-3.610547779,4258,0.0725698,0,0,0,0
1124,dighinala,859.4292209,dighinala,859.4292209,859.4292209,31787113501,859.4292209,1,1,1,0.027037033,91_01,0.484927064,6.756268472,-7.99E-15,-4.00E-15,-4.00E-15,-3.610547779,1124,0,0,0,0,0.004024039
7517,dighinala,859.4292209,dighinala,859.4292209,859.4292209,31787113501,859.4292209,1,1,1,0.027037033,91_11,0.484927064,6.756268472,-7.99E-15,-4.00E-15,-4.00E-15,-3.610547779,7517,0,0,0,0,0
3020,noakhali sadar (sudharam),799.2698892,noakhali sadar,799.2698892,799.2698892,87325058581,799.2698892,1,1,1,0.009152813,91_01,0.450982572,6.683698672,-7.99E-15,-4.00E-15,-4.00E-15,-4.693694068,3020,0.027815018,0,0,0,0.004642239
8555,"belai chhari , jurai chhari",1392.911641,jurai chhari,777.3445239,777.3445239,34919669900,1392.911641,0.558071669,1,0.558071669,0.022260936,91_11,0.438611334,6.655883655,-0.583267886,-7.25E-13,-0.583267886,-3.804921902,8555,0.029979857,0.004260122,4.00E-15,0.004260122,0.005938547
6759,fatikchhari,754.3857166,fatikchhari,754.3857166,754.3857166,28165633642,754.3857166,1,1,1,0.026783907,91_11,0.425656984,6.625903798,-6.99E-15,-4.00E-15,-4.00E-15,-3.619954051,6759,0.089877848,0,0,0,0.00147159
378,fatikchhari,754.3857166,fatikchhari,754.3857166,754.3857166,28165633642,754.3857166,1,1,1,0.026783907,91_01,0.425656984,6.625903798,-6.99E-15,-4.00E-15,-4.00E-15,-3.619954051,378,0,0,9.99E-16,0,0
3481,fatikchhari,754.3857166,fatikchhari,754.3857166,754.3857166,28165633642,754.3857166,1,1,1,0.026783907,01_11,0.425656984,6.625903798,-6.99E-15,-4.00E-15,-4.00E-15,-3.619954051,3481,0,0,0,0,0
5296,barkal,689.5408561,barkal,689.5408561,689.5408561,34884177315,689.5408561,1,1,1,0.019766579,01_11,0.389068715,6.53602595,0,0,0,-3.923762683,5296,0.014784931,0,0,0,0.000996838
2156,barkal,689.5408561,barkal,689.5408561,689.5408561,34884177315,689.5408561,1,1,1,0.019766579,91_01,0.389068715,6.53602595,0,0,0,-3.923762683,2156,0,0,0,0,0
8543,barkal,689.5408561,barkal,689.5408561,689.5408561,34884177315,689.5408561,1,1,1,0.019766579,91_11,0.389068715,6.53602595,0,0,0,-3.923762683,8543,0,0,0,0,0
1555,kulaura,679.4210368,kulaura,679.4210368,679.4210368,30094691777,679.4210368,1,1,1,0.022576109,91_01,0.383358676,6.521241019,0,0,0,-3.790863063,1555,0.025467545,0,0,0,0.001254699
9487,galachipa,662.3363271,galachipa,662.3363271,662.3363271,2.38514E+11,662.3363271,1,1,1,0.00277693,91_11,0.373718746,6.495773474,-2.70E-14,-1.30E-14,-1.30E-14,-5.886409327,9487,0.0012658,9.99E-16,0,0,0
3029,galachipa,662.3363271,galachipa,662.3363271,662.3363271,2.38514E+11,662.3363271,1,1,1,0.00277693,91_01,0.373718746,6.495773474,-2.70E-14,-1.30E-14,-1.30E-14,-5.886409327,3029,0,0,9.99E-16,0,0
6294,galachipa,662.3363271,galachipa,662.3363271,662.3363271,2.38514E+11,662.3363271,1,1,1,0.00277693,01_11,0.373718746,6.495773474,-2.70E-14,-1.30E-14,-1.30E-14,-5.886409327,6294,0,0,0,9.99E-16,0.477273913
534,chakaria,661.4984725,chakaria,661.4984725,661.4984725,65368766487,661.4984725,1,1,1,0.010119488,91_01,0.373245992,6.494507674,4.00E-14,2.00E-14,2.00E-14,-4.593292172,534,0.00121519,0,0,0,0.079846302
48,alikadam,660.6951142,alikadam,660.6951142,660.6951142,15453699823,660.6951142,1,1,1,0.0427532,91_01,0.372792702,6.493292484,-9.99E-16,-9.99E-16,-9.99E-16,-3.15231124,48,0.013285954,0,0,0,0.002673707
3140,alikadam,660.6951142,alikadam,660.6951142,660.6951142,15453699823,660.6951142,1,1,1,0.0427532,01_11,0.372792702,6.493292484,-9.99E-16,-9.99E-16,-9.99E-16,-3.15231124,3140,0,0,0,0,0
6425,alikadam,660.6951142,alikadam,660.6951142,660.6951142,15453699823,660.6951142,1,1,1,0.0427532,91_11,0.372792702,6.493292484,-9.99E-16,-9.99E-16,-9.99E-16,-3.15231124,6425,0,9.99E-16,0,0,0
5924,thakurgaon sadar,651.9752036,thakurgaon sadar,651.9752036,651.9752036,17339296722,651.9752036,1,1,1,0.037601018,01_11,0.367872552,6.48000653,9.99E-15,0,0,-3.280724161,5924,0.003673154,0,0,0,0
2775,thakurgaon sadar,651.9752036,thakurgaon sadar,651.9752036,651.9752036,17339296722,651.9752036,1,1,1,0.037601018,91_01,0.367872552,6.48000653,9.99E-15,0,0,-3.280724161,2775,0,0,0,0,0
9163,thakurgaon sadar,651.9752036,thakurgaon sadar,651.9752036,651.9752036,17339296722,651.9752036,1,1,1,0.037601018,91_11,0.367872552,6.48000653,9.99E-15,0,0,-3.280724161,9163,0,0,0,0,0.001477843
3175,ruma,649.5847909,ruma,649.5847909,649.5847909,13269131852,649.5847909,1,1,1,0.048954581,01_11,0.366523778,6.476333376,2.00E-14,9.99E-15,9.99E-15,-3.016862328,3175,0.053789391,0,0,0,0.001336806
83,ruma,649.5847909,ruma,649.5847909,649.5847909,13269131852,649.5847909,1,1,1,0.048954581,91_01,0.366523778,6.476333376,2.00E-14,9.99E-15,9.99E-15,-3.016862328,83,0,0,0,0,0
6460,ruma,649.5847909,ruma,649.5847909,649.5847909,13269131852,649.5847909,1,1,1,0.048954581,91_11,0.366523778,6.476333376,2.00E-14,9.99E-15,9.99E-15,-3.016862328,6460,0,0,0,0,0
5303,belai chhari,961.5379347,belai chhari,615.5671172,615.5671172,34072644907,961.5379347,0.640190153,1,0.640190153,0.018066314,01_11,0.347329538,6.422543985,-0.445990033,-5.06E-13,-0.445990033,-4.013706154,5303,0.032710241,0.012171409,0,0.012171409,3.41E-05
8550,"belai chhari , jurai chhari",1392.911641,belai chhari,615.5671172,615.5671172,34072644907,1392.911641,0.441928331,1,0.441928331,0.018066314,91_11,0.347329538,6.422543985,-0.816607556,-5.06E-13,-0.816607556,-4.013706154,8550,0,0.003747465,1.90E-14,0.003747465,0
3062,sunamganj sadar,595.7575227,sunamganj sadar,595.7575227,595.7575227,26722565541,595.7575227,1,1,1,0.022294174,91_01,0.33615211,6.389833743,-1.90E-14,-9.99E-15,-9.99E-15,-3.803429896,3062,0.00418585,0,0,0,0.000690344
5000,phulpur,593.2689833,phulpur,593.2689833,593.2689833,22883853435,593.2689833,1,1,1,0.025925222,01_11,0.334747969,6.385647894,-7.99E-15,-4.00E-15,-4.00E-15,-3.652538957,5000,0.011315192,0,0,0,0
1860,phulpur,593.2689833,phulpur,593.2689833,593.2689833,22883853435,593.2689833,1,1,1,0.025925222,91_01,0.334747969,6.385647894,-7.99E-15,-4.00E-15,-4.00E-15,-3.652538957,1860,0,0,0,0,0
8248,phulpur,593.2689833,phulpur,593.2689833,593.2689833,22883853435,593.2689833,1,1,1,0.025925222,91_11,0.334747969,6.385647894,-7.99E-15,-4.00E-15,-4.00E-15,-3.652538957,8248,0,0,0,0,0.001467285
2189,langadu,586.5938669,langadu,586.5938669,586.5938669,12505640613,586.5938669,1,1,1,0.046906343,91_01,0.33098158,6.374332701,0,0,0,-3.059602369,2189,0.063184922,0,0,0,0.010831871
3511,mirsharai,550.6766414,mirsharai,550.6766414,550.6766414,14287354540,550.6766414,1,1,1,0.038542939,01_11,0.310715531,6.311147779,-6.00E-15,-3.00E-15,-3.00E-15,-3.255982348,3511,0.009402549,0,0,0,0
405,mirsharai,550.6766414,mirsharai,550.6766414,550.6766414,14287354540,550.6766414,1,1,1,0.038542939,91_01,0.310715531,6.311147779,-6.00E-15,-3.00E-15,-3.00E-15,-3.255982348,405,0,0,0,0,0
6786,mirsharai,550.6766414,mirsharai,550.6766414,550.6766414,14287354540,550.6766414,1,1,1,0.038542939,91_11,0.310715531,6.311147779,-6.00E-15,-3.00E-15,-3.00E-15,-3.255982348,6786,0,0,0,0,0.001144694
6307,amtali,545.5231434,amtali,545.5231434,545.5231434,39283987766,545.5231434,1,1,1,0.013886654,01_11,0.307807705,6.30174523,0,0,0,-4.276827048,6307,0.0070907,0,0,0,0.002311442
2654,gowainghat,541.6686839,gowainghat,541.6686839,541.6686839,16594131411,541.6686839,1,1,1,0.032642184,91_01,0.305632853,6.29465453,9.99E-15,0,0,-3.422149852,2654,0.000304947,0,0,0,0.003322199
8640,sarankhola,541.5035287,sarankhola,541.5035287,541.5035287,40109239873,541.5035287,1,1,1,0.013500718,91_11,0.305539665,6.294349583,3.00E-14,2.00E-14,2.00E-14,-4.305012425,8640,0.00834401,0,0,0,0
2254,sarankhola,541.5035287,sarankhola,541.5035287,541.5035287,40109239873,541.5035287,1,1,1,0.013500718,91_01,0.305539665,6.294349583,3.00E-14,2.00E-14,2.00E-14,-4.305012425,2254,0,0,0,0,0
5398,sarankhola,541.5035287,sarankhola,541.5035287,541.5035287,40109239873,541.5035287,1,1,1,0.013500718,01_11,0.305539665,6.294349583,3.00E-14,2.00E-14,2.00E-14,-4.305012425,5398,0,0,0,0,0.008333971
5052,singra,537.0040158,singra,537.0040158,537.0040158,17959343924,537.0040158,1,1,1,0.029901093,01_11,0.303000845,6.286005573,-1.20E-14,-6.00E-15,-6.00E-15,-3.509860239,5052,0.002759827,0,0,0,0
1912,singra,537.0040158,singra,537.0040158,537.0040158,17959343924,537.0040158,1,1,1,0.029901093,91_01,0.303000845,6.286005573,-1.20E-14,-6.00E-15,-6.00E-15,-3.509860239,1912,0,0,0,0,0.001390128
8300,singra,537.0040158,singra,537.0040158,537.0040158,17959343924,537.0040158,1,1,1,0.029901093,91_11,0.303000845,6.286005573,-1.20E-14,-6.00E-15,-6.00E-15,-3.509860239,8300,0,0,0,0,0
5078,shibganj,535.524021,shibganj,535.524021,535.524021,21994658502,535.524021,1,1,1,0.024347913,01_11,0.302165769,6.283245746,9.99E-15,0,0,-3.715309162,5078,0.012377626,0,0,0,0.003916264
1938,shibganj,535.524021,shibganj,535.524021,535.524021,21994658502,535.524021,1,1,1,0.024347913,91_01,0.302165769,6.283245746,9.99E-15,0,0,-3.715309162,1938,0,0,0,0,0
8326,shibganj,535.524021,shibganj,535.524021,535.524021,21994658502,535.524021,1,1,1,0.024347913,91_11,0.302165769,6.283245746,9.99E-15,0,0,-3.715309162,8326,0,0,0,0,0
975,jamalpur sadar,528.9363588,jamalpur sadar,528.9363588,528.9363588,17506538829,528.9363588,1,1,1,0.030213646,91_01,0.298448725,6.27086812,0,0,0,-3.499461618,975,0.000594834,0,0,0,0.005169294
4109,jamalpur sadar,528.9363588,jamalpur sadar,528.9363588,528.9363588,17506538829,528.9363588,1,1,1,0.030213646,01_11,0.298448725,6.27086812,0,0,0,-3.499461618,4109,0,0,0,0,0
7368,jamalpur sadar,528.9363588,jamalpur sadar,528.9363588,528.9363588,17506538829,528.9363588,1,1,1,0.030213646,91_11,0.298448725,6.27086812,0,0,0,-3.499461618,7368,0,0,0,0,0
6927,chakaria,661.4984725,chakaria,528.6218229,528.6218229,48742328752,661.4984725,0.799127806,1,0.799127806,0.010845231,91_11,0.29827125,6.270273286,-0.224234389,-1.06E-12,-0.224234389,-4.524029819,6927,0.000145017,0,2.10E-14,0.00274194,0.016585695
3661,chakaria,661.4984725,chakaria,528.6218229,528.6218229,48742328752,661.4984725,0.799127806,1,0.799127806,0.010845231,01_11,0.29827125,6.270273286,-0.224234389,-1.06E-12,-0.224234389,-4.524029819,3661,0,0.00274194,0,0,0
7776,lakshmipur sadar,528.5451695,lakshmipur sadar,528.5451695,528.5451695,17924690981,528.5451695,1,1,1,0.029486989,91_11,0.298227999,6.270128269,-2.00E-14,-9.99E-15,-9.99E-15,-3.523806157,7776,0.003806478,0,0,0,0
1386,lakshmipur sadar,528.5451695,lakshmipur sadar,528.5451695,528.5451695,17924690981,528.5451695,1,1,1,0.029486989,91_01,0.298227999,6.270128269,-2.00E-14,-9.99E-15,-9.99E-15,-3.523806157,1386,0,0,0,9.99E-16,0
4519,lakshmipur sadar,528.5451695,lakshmipur sadar,528.5451695,528.5451695,17924690981,528.5451695,1,1,1,0.029486989,01_11,0.298227999,6.270128269,-2.00E-14,-9.99E-15,-9.99E-15,-3.523806157,4519,0,0,0,0,0.000448301
4294,panchhari,526.5370983,panchhari,526.5370983,526.5370983,11117459688,526.5370983,1,1,1,0.047361278,01_11,0.297094959,6.266321791,-3.00E-15,-2.00E-15,-2.00E-15,-3.049950305,4294,0.01908821,0,0,0,0.001731504
7936,kamalganj,516.5817647,kamalganj,516.5817647,516.5817647,13253684136,516.5817647,1,1,1,0.038976466,91_11,0.29147773,6.247233581,9.99E-15,9.99E-15,9.99E-15,-3.244797259,7936,0.001608257,0,0,0,0.002956387
1548,kamalganj,516.5817647,kamalganj,516.5817647,516.5817647,13253684136,516.5817647,1,1,1,0.038976466,91_01,0.29147773,6.247233581,9.99E-15,9.99E-15,9.99E-15,-3.244797259,1548,0,0,0,0,0
4682,kamalganj,516.5817647,kamalganj,516.5817647,516.5817647,13253684136,516.5817647,1,1,1,0.038976466,01_11,0.29147773,6.247233581,9.99E-15,9.99E-15,9.99E-15,-3.244797259,4682,0,0,0,0,0
2722,madhupur,515.7516362,madhupur,515.7516362,515.7516362,14297779608,515.7516362,1,1,1,0.036072149,91_01,0.291009336,6.245625324,0,0,0,-3.322234208,2722,0.000679015,0,0,0,0.000193157
2674,sylhet sadar,515.4015521,sylhet,515.4015521,515.4015521,25075852877,515.4015521,1,1,1,0.0205537,91_01,0.290811803,6.24494631,9.99E-15,0,0,-3.884714316,2674,0.006960482,0,0,0,0.000970073
5509,mitha pukur,511.8265649,mitha pukur,511.8265649,511.8265649,26135685347,511.8265649,1,1,1,0.019583438,01_11,0.288794641,6.237985827,0,0,0,-3.933071087,5509,0.001876334,0,0,0,0.000859694
2364,mitha pukur,511.8265649,mitha pukur,511.8265649,511.8265649,26135685347,511.8265649,1,1,1,0.019583438,91_01,0.288794641,6.237985827,0,0,0,-3.933071087,2364,0,0,0,0,0
8748,mitha pukur,511.8265649,mitha pukur,511.8265649,511.8265649,26135685347,511.8265649,1,1,1,0.019583438,91_11,0.288794641,6.237985827,0,0,0,-3.933071087,8748,0,0,0,0,0
3168,rowangchhari,510.8671078,rowangchhari,510.8671078,510.8671078,14782331337,510.8671078,1,1,1,0.034559306,01_11,0.288253274,6.236109493,9.99E-15,0,0,-3.365078425,3168,0.000300018,0,0,0,0
76,rowangchhari,510.8671078,rowangchhari,510.8671078,510.8671078,14782331337,510.8671078,1,1,1,0.034559306,91_01,0.288253274,6.236109493,9.99E-15,0,0,-3.365078425,76,0,0,0,0,0
6453,rowangchhari,510.8671078,rowangchhari,510.8671078,510.8671078,14782331337,510.8671078,1,1,1,0.034559306,91_11,0.288253274,6.236109493,9.99E-15,0,0,-3.365078425,6453,0,0,0,0,0.001324506
3230,mehendiganj,510.7138616,mehendiganj,510.7138616,510.7138616,20887710323,510.7138616,1,1,1,0.024450447,01_11,0.288166806,6.235809476,0,0,0,-3.711106767,3230,0.001962276,0,0,0,0.002169405
138,mehendiganj,510.7138616,mehendiganj,510.7138616,510.7138616,20887710323,510.7138616,1,1,1,0.024450447,91_01,0.288166806,6.235809476,0,0,0,-3.711106767,138,0,0,0,0,0
6515,mehendiganj,510.7138616,mehendiganj,510.7138616,510.7138616,20887710323,510.7138616,1,1,1,0.024450447,91_11,0.288166806,6.235809476,0,0,0,-3.711106767,6515,0,0,0,0,0
8596,rangamati sadar,509.7126827,rangamati sadar,509.7126827,509.7126827,14833539974,509.7126827,1,1,1,0.034362174,91_11,0.287601897,6.2338472,9.99E-15,0,0,-3.370798911,8596,0.002573035,0,0,0,0
2210,rangamati sadar,509.7126827,rangamati sadar,509.7126827,509.7126827,14833539974,509.7126827,1,1,1,0.034362174,91_01,0.287601897,6.2338472,9.99E-15,0,0,-3.370798911,2210,0,0,0,0,0
5352,rangamati sadar,509.7126827,rangamati sadar,509.7126827,509.7126827,14833539974,509.7126827,1,1,1,0.034362174,01_11,0.287601897,6.2338472,9.99E-15,0,0,-3.370798911,5352,0,0,0,0,0.00448134
3260,char fasson,508.40286,char fasson,508.40286,508.40286,57951177850,508.40286,1,1,1,0.008772951,01_11,0.286862839,6.231274165,-2.00E-15,-9.99E-16,-9.99E-16,-4.736082009,3260,0.017520757,0,0,0,0
168,char fasson,508.40286,char fasson,508.40286,508.40286,57951177850,508.40286,1,1,1,0.008772951,91_01,0.286862839,6.231274165,-2.00E-15,-9.99E-16,-9.99E-16,-4.736082009,168,0,0,0,0,0.098638576
6545,char fasson,508.40286,char fasson,508.40286,508.40286,57951177850,508.40286,1,1,1,0.008772951,91_11,0.286862839,6.231274165,-2.00E-15,-9.99E-16,-9.99E-16,-4.736082009,6545,0,0,0,0,0
4024,chunarughat,499.572837,chunarughat,499.572837,499.572837,11013624991,499.572837,1,1,1,0.045359529,01_11,0.281880559,6.213753407,-5.00E-15,-2.00E-15,-2.00E-15,-3.093135014,4024,0.00019783,0,0,0,0
891,chunarughat,499.572837,chunarughat,499.572837,499.572837,11013624991,499.572837,1,1,1,0.045359529,91_01,0.281880559,6.213753407,-5.00E-15,-2.00E-15,-2.00E-15,-3.093135014,891,0,0,0,0,0.000874314
7284,chunarughat,499.572837,chunarughat,499.572837,499.572837,11013624991,499.572837,1,1,1,0.045359529,91_11,0.281880559,6.213753407,-5.00E-15,-2.00E-15,-2.00E-15,-3.093135014,7284,0,0,0,0,0
8692,godagari,499.4740164,godagari,499.4740164,499.4740164,13303169338,499.4740164,1,1,1,0.03754549,91_11,0.2818248,6.213555578,0,0,0,-3.282202004,8692,0.016145861,0,0,0,0
2308,godagari,499.4740164,godagari,499.4740164,499.4740164,13303169338,499.4740164,1,1,1,0.03754549,91_01,0.2818248,6.213555578,0,0,0,-3.282202004,2308,0,0,0,0,0
5450,godagari,499.4740164,godagari,499.4740164,499.4740164,13303169338,499.4740164,1,1,1,0.03754549,01_11,0.2818248,6.213555578,0,0,0,-3.282202004,5450,0,0,0,0,0.001322266
71,naikhongchhari,491.474333,naikhongchhari,491.474333,491.474333,35473747927,491.474333,1,1,1,0.013854593,91_01,0.277311033,6.197409716,-7.99E-15,-4.00E-15,-4.00E-15,-4.27913849,71,0.002658759,0,0,0,0.023965929
3163,naikhongchhari,491.474333,naikhongchhari,491.474333,491.474333,35473747927,491.474333,1,1,1,0.013854593,01_11,0.277311033,6.197409716,-7.99E-15,-4.00E-15,-4.00E-15,-4.27913849,3163,0,0,0,0,0
6448,naikhongchhari,491.474333,naikhongchhari,491.474333,491.474333,35473747927,491.474333,1,1,1,0.013854593,91_11,0.277311033,6.197409716,-7.99E-15,-4.00E-15,-4.00E-15,-4.27913849,6448,0,0,0,0,0
9044,gowainghat,541.6686839,gowainghat,490.1693568,490.1693568,14474634174,541.6686839,0.904924673,1,0.904924673,0.033864024,91_11,0.276574709,6.194750958,-0.099903573,-7.52E-13,-0.099903573,-3.385402072,9044,0.004652316,0,0,0,0
5805,gowainghat,541.6686839,gowainghat,490.1693568,490.1693568,14474634174,541.6686839,0.904924673,1,0.904924673,0.033864024,01_11,0.276574709,6.194750958,-0.099903573,-7.52E-13,-0.099903573,-3.385402072,5805,0,0.001658861,5.41E-14,0.001658861,0.001107838
882,baniachong,487.8942303,baniachong,487.8942303,487.8942303,37753557658,487.8942303,1,1,1,0.012923133,91_01,0.275290985,6.190098641,-3.00E-15,-2.00E-15,-2.00E-15,-4.348736352,882,0.014808989,0,0,0,0
4015,baniachong,487.8942303,baniachong,487.8942303,487.8942303,37753557658,487.8942303,1,1,1,0.012923133,01_11,0.275290985,6.190098641,-3.00E-15,-2.00E-15,-2.00E-15,-4.348736352,4015,0,0,0,0,0
7275,baniachong,487.8942303,baniachong,487.8942303,487.8942303,37753557658,487.8942303,1,1,1,0.012923133,91_11,0.275290985,6.190098641,-3.00E-15,-2.00E-15,-2.00E-15,-4.348736352,7275,0,0,9.99E-16,0,0.050443897
8575,langadu,586.5938669,langadu,480.7222457,480.7222457,14218108311,586.5938669,0.819514613,1,0.819514613,0.033810563,91_11,0.271244241,6.175289652,-0.19904305,-5.74E-13,-0.19904305,-3.386982013,8575,0.014355973,0,2.80E-14,0,0
5329,langadu,586.5938669,langadu,480.7222457,480.7222457,14218108311,586.5938669,0.819514613,1,0.819514613,0.033810563,01_11,0.271244241,6.175289652,-0.19904305,-5.74E-13,-0.19904305,-3.386982013,5329,0,0.013564289,0,0.012346038,0.000312361
3144,bandarban sadar,473.8703111,bandarban sadar,473.8703111,473.8703111,23830754023,473.8703111,1,1,1,0.019884822,01_11,0.267378084,6.160933679,-1.20E-14,-6.00E-15,-6.00E-15,-3.917798532,3144,0.004776616,0,0,0,0
52,bandarban sadar,473.8703111,bandarban sadar,473.8703111,473.8703111,23830754023,473.8703111,1,1,1,0.019884822,91_01,0.267378084,6.160933679,-1.20E-14,-6.00E-15,-6.00E-15,-3.917798532,52,0,0,0,0,0.00313293
6429,bandarban sadar,473.8703111,bandarban sadar,473.8703111,473.8703111,23830754023,473.8703111,1,1,1,0.019884822,91_11,0.267378084,6.160933679,-1.20E-14,-6.00E-15,-6.00E-15,-3.917798532,6429,0,0,0,0,0
4488,daulatpur,471.6122119,daulatpur,471.6122119,471.6122119,23791615916,471.6122119,1,1,1,0.019822622,01_11,0.266103967,6.156157063,9.99E-15,0,0,-3.920931462,4488,0.0059764,0,0,0,0
1355,daulatpur,471.6122119,daulatpur,471.6122119,471.6122119,23791615916,471.6122119,1,1,1,0.019822622,91_01,0.266103967,6.156157063,9.99E-15,0,0,-3.920931462,1355,0,0,0,0,0.002831221
7745,daulatpur,471.6122119,daulatpur,471.6122119,471.6122119,23791615916,471.6122119,1,1,1,0.019822622,91_11,0.266103967,6.156157063,9.99E-15,0,0,-3.920931462,7745,0,0,0,0,0
758,gobindaganj,468.8020743,gobindaganj,468.8020743,468.8020743,24013104381,468.8020743,1,1,1,0.01952276,91_01,0.264518366,6.150180663,-9.99E-16,-9.99E-16,-9.99E-16,-3.936174313,758,0.007469234,0,0,0,0
